marblemadness	Marble Madness (Europe).png
mariobrothers	Mario Bros (Europe).png
mariosbrewery	Mario's Brewery (USA, Europe).png
mask	Mask (Europe).png
maskofsun	Mask of the Sun, The (USA, Europe).png
masterblaster	Master Blaster (Europe).png
mastertrivia	Master Trivia (USA, Europe).png
masteroflamps	Master of the Lamps (Europe).png
masteroflampssampler	Master of the Lamps Sampler (USA, Europe) (Promo).png
mastertype	MasterType (USA, Europe).png
matchday	Match Day (Europe).png
matchday2	Match Day II (Europe).png
matchofday	Match of the Day (Europe).png
matchboxes	Matchboxes (USA, Europe).png
mathmileage	Math Mileage (USA, Europe).png
matrix	Matrix (Europe).png
maxwellmanorskullofdoom	Maxwell Manor - Skull of Doom (USA, Europe).png
maydaysquad	Mayday Squad! (Europe).png
mayhem	Mayhem (Europe).png
mayheminmonsterland	Mayhem in Monsterland (Europe).png
mazeman	Maze Man (USA, Europe).png
mazemaster	Maze Master (USA, Europe).png
meanmachine	Mean Machine (Europe).png
meanstreak	Mean Streak (Europe).png
meanstreets	Mean Streets (USA).png
mediator	Mediator (Europe).png
megaapocalypse	Mega-Apocalypse (Europe).png
megahawk	Megahawk (Europe).png
memorymanor	Memory Manor (USA, Europe).png
menace	Menace (USA, Europe).png
mercenaryescapefromtarg	Mercenary - Escape from Targ (Europe).png
mercenarysecondcity	Mercenary - The Second City (Europe).png
mercs	Mercs (Europe).png
mermaidmadness	Mermaid Madness (Europe).png
metabolis	Metabolis (Europe).png
metaplex	Metaplex (Europe).png
metroblitz	Metro Blitz (Europe).png
metrocross	Metro-Cross (Europe).png
miamichase	Miami Chase (Europe).png
miamivice	Miami Vice (Europe).png
michaeljordanversuslarrybirdoneonone	Michael Jordan vs Larry Bird - One On One (USA, Europe).png
mickeymouse	Mickey Mouse (Europe).png
mickeysrunawayzoo	Mickey's Runaway Zoo (Europe).png
mickeysspaceadventure	Mickey's Space Adventure (USA, Europe).png
microball	Micro Ball (Europe).png
microleaguebaseball	Micro League Baseball (USA, Europe).png
micromouse	Micro Mouse (Europe).png
micromud	Micro-MUD (USA, Europe).png
microleaguewrestling	MicroLeague Wrestling (USA, Europe).png
microprosesoccer	Microprose Soccer (Europe) (Cyberload).png
microprosesoccerrickdangerousstuntcarracer	MicroProse Soccer + Rick Dangerous + Stunt Car Racer (Europe) (Power Play).png
midnightresistance	Midnight Resistance (Europe).png
migalleyace	Mig Alley Ace (Europe).png
mightandmagicbookonesecretofinnersanctum	Might and Magic - Book One - Secret of the Inner Sanctum (USA, Europe) (v2.0).png
mightandmagicbooktwogatestoanotherworld	Might and Magic - Book Two - Gates to Another World (USA, Europe) (v1.00).png
mightybombjack	Mighty Bombjack (Europe).png
mikereadscomputerpopquiz	Mike Read's Computer Pop Quiz (Europe).png
mikie	Mikie (Europe).png
mindcontrol	Mind Control (Europe).png
mindmirror	Mind Mirror (USA).png
mindstrecthers	Mind-Strecthers (USA, Europe) (Compilation).png
mindroll	Mindroll (USA).png
mindshadow	Mindshadow (USA, Europe).png
mindtrap	Mindtrap (Europe).png
miner2049erstarringbountybob	Miner 2049er Starring Bounty Bob (USA, Europe).png
miniputtultimatechallenge	Mini-Putt - The Ultimate Challenge (Europe).png
minnesotafatspoolchallenger	Minnesota Fat's Pool Challenger (USA).png
missilecommand	Missile Command (Europe).png
missiond	Mission A.D. (Europe).png
missionelevator	Mission Elevator (Europe).png
missionimpossibubble	Mission Impossibubble (Europe).png
missionomega	Mission Omega (Europe).png
moebiusorbofcelestialharmony	Moebius - The Orb of Celestial Harmony (USA, Europe) (b-savegame).png
moleattack	Mole Attack (Japan) (v01) (MAX).png
mondaynightfootball	Monday Night Football (USA, Europe).png
moneywars	Money Wars (Japan) (v01) (MAX).png
monopole	Monopole (Europe).png
monopolydeluxe	Monopoly Deluxe (Europe).png
monstersmash	Monster Smash (USA, Europe).png
montecarlocasino	Monte Carlo Casino (Europe).png
montezumasrevenge	Montezuma's Revenge (USA, Europe).png
montypythonsflyingcircus	Monty Python's Flying Circus (Europe).png
montyonrun	Monty on the Run (Europe).png
moonbuggy	Moon Buggy (Europe).png
moonpatrol	Moon Patrol (USA, Europe).png
moonshuttle	Moon Shuttle (Europe).png
moondust	Moondust (USA, Europe).png
moonfall	Moonfall (Europe).png
moonmist	Moonmist (USA, Europe) (R4).png
moontorc	Moontorc (Europe).png
moonwalker	Moonwalker (Europe).png
morpheus	Morpheus (Europe).png
motocross	Motocross (Europe).png
motormania	Motor Mania (Europe).png
motorcycle500	Motorcycle 500 (Europe).png
mountainbikeracer	Mountain Bike Racer (Europe).png
mountainking	Mountain King (USA, Europe).png
mountiemicksdeathride	Mountie Mick's Death Ride (Europe).png
moviemonstergame	Movie Monster Game, The (Europe).png
moviemusicalmadnessstarringjazzscats	Movie Musical Madness Starring the Jazz Scats (USA, Europe).png
movingtarget	Moving Target (Europe).png
mrheli	Mr Heli (Europe).png
mrangry	Mr. Angry (Europe).png
mrcool	Mr. Cool (USA, Europe).png
mrdo	Mr. Do! (USA, Europe).png
mrdoscastle	Mr. Do's Castle (USA, Europe).png
mrfreeze	Mr. Freeze (Europe).png
mrpixelscartoonkit	Mr. Pixel's Cartoon Kit (USA, Europe) (Program).png
mrrobotandhisrobotfactory	Mr. Robot and his Robot Factory (Europe).png
mrtnt	Mr. TNT (USA, Europe).png
mrwino	Mr. Wino (Europe).png
mrsmop	Mrs. Mop (Europe).png
mspacman	Ms. Pac-Man (USA) (Budget).png
munchmania	Munch Mania (Europe).png
munchereatschewits	Muncher Eats Chewits (Europe).png
muncher	Muncher, The (Europe).png
munsters	Munsters, The (USA, Europe).png
murder	Murder (Europe).png
murderonmississippiadventuresofsircharlesfoxworth	Murder on the Mississippi - The Adventures of Sir Charles Foxworth (USA, Europe).png
murraymousesupercop	Murray Mouse Super-Cop (Europe).png
mushroomalley	Mushroom Alley (Europe).png
musicmachine	Music Machine (USA, Europe) (MAX).png
mutants	Mutants (Europe).png
mysterymastermurderbydozen	Mystery Master - Murder by the Dozen (USA, Europe).png
mysteryofnile	Mystery of the Nile, The (Europe).png
myth	Myth (Europe).png
ande1landroid	N.E.I.L. Android (Europe).png
andomd	N.O.M.A.D. (Europe).png
narc	NARC (Europe).png
napoleoninrussiaborodino1812	Napoleon in Russia - Borodino 1812 (USA, Europe).png
narcopolice	Narco Police (USA, Europe).png
navcomsixgulfdefense	Nav Com Six - The Gulf Defense (USA, Europe).png
navymoves	Navy Moves (Europe).png
navyseals	Navy SEALs (Europe).png
navyseal	Navy Seal (USA, Europe).png
nebulus	Nebulus (Europe).png
nemesis	Nemesis (Europe) (Burner).png
nemesiswarlock	Nemesis the Warlock (Europe).png
neoclyps	Neoclyps (Europe).png
neptunesdaughters	Neptune's Daughters (Europe).png
neuromancer	Neuromancer (USA).png
neutralzone	Neutral Zone (Europe).png
neutralizor	Neutralizor (Europe).png
newyorkcity	New York City (Europe).png
newzealandstory	NewZealand Story (Europe).png
nickfaldoplaysopen	Nick Faldo Plays the Open (Europe).png
nightmissionpinball	Night Mission Pinball (USA, Europe).png
nightracer	Night Racer (Europe).png
nightshift	Night Shift (Europe).png
nightdawn	Nightdawn (Europe).png
nightmareonelmstreet	Nightmare on Elm Street, A (USA, Europe) (v2.6).png
nineprincesinamber	Nine Princes in Amber (USA, Europe).png
ninja	Ninja (Europe).png
ninjacommando	Ninja Commando (Europe).png
ninjamassacre	Ninja Massacre (Europe).png
ninjaremix	Ninja Remix (USA, Europe).png
ninjascootersimulator	Ninja Scooter Simulator (Europe).png
ninjaspirit	Ninja Spirit (Europe).png
ninjawarriors	Ninja Warriors, The (Europe).png
nodesofyesod	Nodes of Yesod (Europe).png
nonterraqueous	Nonterraqueous (Europe).png
northsouth	North _ South (Europe).png
nosferatuvampyre	Nosferatu the Vampyre (Europe).png
novablast	Nova Blast (USA, Europe).png
nuclearembargo	Nuclear Embargo (Europe).png
numbernabbershapegrabber	Number Nabber, Shape Grabber (USA, Europe).png
numbertumblers	Number Tumblers (USA, Europe).png
orileysmine	O'Riley's Mine (USA, Europe).png
oceanranger	Ocean Ranger (USA, Europe).png
octapolis	Octapolis (Europe).png
octoplex	Octoplex (Europe).png
odelllake	Odell Lake (USA, Europe).png
odysseustrojanwarrior	Odysseus - Trojan Warrior (Europe).png
odyssey	Odyssey (Europe).png
officialfatherchristmasgame	Official Father Christmas Game, The (Europe).png
ohno	Oh No! (Europe).png
oilimperium	Oil Imperium (Germany).png
oilswell	Oil's Well (USA, Europe).png
ollilissaghostofshilmoorecastle	Olli _ Lissa - The Ghost of Shilmoore Castle (Europe).png
ollilissaghostofshilmoorecastlemadnurse	Olli _ Lissa - The Ghost of Shilmoore Castle + Mad Nurse (Europe).png
olliandlissa3	Olli and Lissa 3 (Europe).png
olliesfollies	Ollie's Follies (Europe).png
omega	Omega (USA, Europe) (v03.032).png
omegarace	Omega Race (USA, Europe).png
omegarun	Omega Run, The (Europe).png
oncourttennis	On Court Tennis (Europe).png
onfieldfootball	On Field Football (Europe).png
onemanandhisdroid	One Man and His Droid (Europe).png
oneonone	One on One (Europe).png
operationfrog	Operation - Frog (USA, Europe).png
operationfireball	Operation Fireball (Europe).png
operationhanoi	Operation Hanoi (Europe).png
operationhormuz	Operation Hormuz (Europe).png
operationthunderbolt	Operation Thunderbolt (Europe).png
operationwhirlwind	Operation Whirlwind (Europe).png
operationwolf	Operation Wolf (Europe).png
orbitron	Orbitron (Europe).png
orcattack	Orc Attack (Europe).png
outrun	Out Run (Europe).png
outruneuropa	Out Run Europa (Europe).png
outback	Outback (Europe).png
outlaw	Outlaw (Europe).png
outlaws	Outlaws (Europe).png
overruneurope	Overrun - Europe (USA, Europe).png
ozzyversusuniversepart1demonsoftopaz	Ozzy versus the Universe - Part I - Demons of Topaz (Europe).png
p47freedomfighter	P-47 - The Freedom Fighter (Europe) (Six Appeal Compilation).png
phmpegasus	P.H.M. Pegasus (USA, Europe).png
podproofofdestruction	P.O.D. - Proof Of Destruction (Europe).png
psi5tradingcompany	PSI-5 Trading Company (Europe).png
pacman	Pac-Man (USA, Europe) (Budget).png
pacmania	Pacmania (Europe).png
paddingtonsearlyvisit	Paddington's Early Visit (Europe).png
paintbrush	Paint Brush (USA, Europe).png
pakacuda	Pakacuda (Europe).png
pancho	Pancho (France).png
pandora	Pandora (Europe).png
pandorasbox	Pandora's Box (Europe).png
pang	Pang (Europe).png
panic64	Panic 64 (Europe).png
panicdizzy	Panic Dizzy (Europe).png
panther	Panther (Europe).png
paperboy	Paperboy (Europe).png
paraacademy	Para Academy (Europe).png
paraassaultcourse	Para Assault Course (Europe).png
paradroid	Paradroid (USA, Europe) (Budget).png
parallax	Parallax (Europe).png
paras	Paras, The (Europe).png
paratroopers	Paratroopers (Europe).png
parkpatrol	Park Patrol (Europe).png
passingshot	Passing Shot (Europe).png
pastfinder	Pastfinder (Europe).png
pattonversusrommel	Patton vs Rommel (USA, Europe).png
paulwhiteheadsschachschule	Paul Whiteheads Schachschule (Germany).png
pawn	Pawn, The (USA, Europe) (v2.3).png
peanutbutterpanic	Peanut Butter Panic (USA, Europe).png
pedro	Pedro (Europe).png
penaltysoccer	Penalty Soccer (Europe).png
penetrator	Penetrator (USA).png
percypottypigeon	Percy the Potty Pigeon (Europe).png
periscopeup	Periscope Up (Europe).png
perrymasoncaseofmandarinmurder	Perry Mason - The Case of the Mandarin Murder (USA, Europe).png
peskypainter	Pesky Painter (Europe).png
peterpackrat	Peter Pack Rat (Europe).png
pharaohscurse	Pharaoh's Curse (USA, Europe).png
pharaohsrevenge	Pharaoh's Revenge (USA, Europe).png
phileasfoggsballoonbattles	Phileas Fogg's Balloon Battles (Europe).png
pickandpile	Pick'n'Pile (USA, Europe) (Six Appeal Compilation).png
pictionarygameofquickdraw	Pictionary - The Game of Quick Draw (USA, Europe).png
pigsinspace	Pigs in Space (Europe).png
pinballconstructionset	Pinball Construction Set (USA, Europe).png
pinballspectacular	Pinball Spectacular (World) (MAX).png
pinballwizard	Pinball Wizard (Europe).png
pingpong	Ping Pong (Europe).png
pinkpanther	Pink Panther (Europe) (Kind of Magic Compilation).png
pipemania	Pipe Mania (Europe).png
pipes	Pipes (USA, Europe).png
piratesofbarbarycoast	Pirates of the Barbary Coast (USA, Europe).png
pirates	Pirates! (Europe).png
pit	Pit, The (USA, Europe).png
pitfighterultimatecompetition	Pit-Fighter - The Ultimate Competition (USA, Europe) (SuperFighter Compilation).png
pitfall2lostcaverns	Pitfall II - Lost Caverns (Europe) (Budget).png
pitfall	Pitfall! (USA, Europe).png
pitfallpitfallharrysjungleadventure	Pitfall! - Pitfall Harry's Jungle Adventure (Europe).png
pitstop	Pitstop (Europe).png
pitstop2	Pitstop II (Europe).png
planetx2	Planet X2 (USA, Europe).png
platoon	Platoon (Europe) (Budget).png
platou	Platou (Europe).png
plumbcrazy	Plumb Crazy (Europe).png
plunderedhearts	Plundered Hearts (USA, Europe) (R26).png
pocketrockets	Pocket Rockets (USA).png
pogojoe	Pogo Joe (USA, Europe).png
pogostickolympics	Pogo Stick Olympics (Europe).png
poleposition	Pole Position (Europe).png
poleposition2	Pole Position 2 (USA, Europe).png
policecadet	Police Cadet (USA, Europe) (v1.1b).png
poltergeist	Poltergeist (Europe).png
poolofradiance	Pool of Radiance (USA, Europe).png
pooyan	Pooyan (Europe).png
popeye	Popeye (USA, Europe).png
popeye2	Popeye 2 (Europe).png
popeye3wrestlecrazy	Popeye 3 - Wrestle Crazy (Europe).png
posterpaster	Poster Paster (Europe).png
postmanpat	Postman Pat (Europe).png
postmanpat2	Postman Pat II (Europe).png
postmanpat3	Postman Pat III (Europe).png
potsworth	Potsworth (Europe).png
pottypainterinjungle	Potty Painter - In the Jungle (Europe).png
powerdrift	Power Drift (Europe).png
powerpyramids	Power Pyramids (Europe).png
power	Power, The (Europe).png
powerboatsimulator	Powerboat Simulator (Europe).png
powerboatusaoffshoresuperboatracing	Powerboat USA - Offshore Superboat Racing (Europe).png
powerplayhockeyusaversusussr	Powerplay Hockey - USA vs USSR (USA, Europe).png
predator	Predator (Europe).png
predator2	Predator II (Europe).png
premier2	Premier II (Europe).png
presidentismissing	President Is Missing, The (Europe).png
priceofmagik	Price Of Magik (Europe).png
princeclumsy	Prince Clumsy (Europe).png
princeofpersia	Prince of Persia (USA, Europe).png
prince	Prince, The (Europe).png
princessandfrog	Princess and the Frog (USA, Europe).png
prisonriot	Prison Riot (Europe).png
proboxingsimulator	Pro Boxing Simulator (Europe).png
proskisimulator	Pro Ski Simulator (Europe).png
protennissimulator	Pro Tennis Simulator (Europe).png
protennistour	Pro Tennis Tour (Europe) (Budget).png
prodigy	Prodigy, The (Europe).png
professionalskateboardsimulator	Professional Skateboard Simulator (Europe).png
professionalsnookersimulator	Professional Snooker Simulator (Europe).png
prohibition	Prohibition (Europe).png
projectfirestart	Project Firestart (USA).png
projectstealthfighter	Project Stealth Fighter (Europe).png
project10	Project X (Europe).png
protector	Protector (Europe).png
protector2	Protector 2 (USA, Europe).png
protium	Protium (Europe).png
prowler	Prowler (Europe).png
psiwarrior	Psi Warrior (Europe).png
psidroid	Psi-Droid (Europe).png
psycastria	Psycastria (USA, Europe).png
psychopigsuxb	Psycho Pigs UXB (Europe).png
psychosoldier	Psycho Soldier (Europe).png
psytron	Psytron (Europe).png
pubgames	Pub Games (Europe).png
puffyssaga	Puffy's Saga (Europe) (Six Appeal Compilation).png
pulsewarrior	Pulse Warrior (Europe).png
pulsoid	Pulsoid (Europe).png
punchandjudy	Punch and Judy (Europe).png
punchy	Punchy (Europe).png
purpleturtles	Purple Turtles (Europe).png
puzznic	Puzznic (Europe).png
qbert	Q-bert (USA, Europe).png
q10tankbuster	Q10 Tankbuster (Europe).png
qix	QIX (USA) (C128).png
quartet	Quartet (Europe).png
quasar	Quasar (Europe).png
quedex	Quedex (Europe).png
quest	Quest, The (USA, Europe).png
questionofsport	Question of Sport, A (Europe).png
questron	Questron (USA, Europe).png
questron2	Questron II (USA, Europe).png
quickdrawmcgraw	Quick Draw McGraw (Europe).png
rtype	R-Type (Europe).png
r1sk	R.I.S.K. (USA, Europe).png
risk	Risk (Europe).png
rmstitanic	RMS Titanic (USA, Europe).png
race	Race, The (Europe).png
racingdestructionset	Racing Destruction Set (USA, Europe).png
rackem	Rack 'em (USA, Europe).png
rackemup	Rack 'em Up! (USA, Europe).png
radrampracer	Rad Ramp Racer (Europe).png
radarratrace	Radar Rat Race (Japan) (v02) (Alt 1) (MAX).png
ragingbeast	Raging Beast (Europe).png
raidovermoscow	Raid over Moscow (Europe).png
raidonbungelingbay	Raid on Bungeling Bay (Europe).png
railroadworks	Railroad Works,The (USA, Europe).png
rainbowislands	Rainbow Islands (Europe).png
rainbowwalker	Rainbow Walker (USA, Europe).png
rallycross	Rally Cross (Europe).png
rallysimulator	Rally Simulator (Europe).png
rallyspeedway	Rally Speedway (USA, Europe).png
rambo	Rambo (Europe).png
rambofirstbloodpart2	Rambo - First Blood Part II (Europe).png
rambo3	Rambo III (Europe).png
rambo3rescue	Rambo III - The Rescue (USA).png
rampage	Rampage (Europe) (ActivisionHit-load).png
ramparts	Ramparts (Europe).png
ranarama	Ranarama (Europe) (Budget).png
ranch	Ranch (USA, Europe).png
ransack	Ransack (Europe).png
rapidfire	Rapid Fire (Europe).png
rasputin	Rasputin (Europe).png
rastan	Rastan (Europe).png
rastansaga	Rastan Saga (USA).png
rasterrunner	Raster Runner (Europe) (Budget).png
rasterscan	Rasterscan (Europe).png
rattler	Rattler (Europe).png
rawrecruit	Raw Recruit (Europe).png
rebounder	Re-Bounder (Europe).png
reachforstarsv20	Reach for the Stars v2.0 (USA, Europe).png
realghostbusters	Real Ghostbusters, The (Europe).png
realstuntexperts	Real Stunt Experts, The (Europe).png
realmofimpossibility	Realm of Impossibility (USA, Europe).png
realmoftrollsdownattrolls	Realm of the Trolls ~ Down at the Trolls (USA).png
rebel	Rebel (Europe).png
rebelplanet	Rebel Planet (Europe).png
rechenlowederfitinadditionundsubtraktion23schuljahr	Rechenlowe, Der - Fit in Addition und Subtraktion - 2.-3. Schuljahr (Germany).png
rechenlowederfitingeometrie34schuljahr	Rechenlowe, Der - Fit in Geometrie - 3.-4. Schuljahr (Germany).png
rechenlowederfitinmathematik1schuljahr	Rechenlowe, Der - Fit in Mathematik - 1. Schuljahr (Germany).png
rechenlowederfitinmultiplikationunddivision23schuljahr	Rechenlowe, Der - Fit in Multiplikation und Division - 2.-3. Schuljahr (Germany).png
rechenlowederfitinmultiplikationunddivision34schuljahr	Rechenlowe, Der - Fit in Multiplikation und Division - 3.-4. Schuljahr (Germany).png
rechtschreiblowederfitinrechtschreibung34schuljahr	Rechtschreiblowe, Der - Fit in Rechtschreibung - 3.-4. Schuljahr (Germany).png
recklessrufus	Reckless Rufus (Europe).png
redarrows	Red Arrows, The (USA, Europe).png
redheat	Red Heat (Europe).png
redled	Red Led (Europe).png
redmoon	Red Moon (Europe).png
redhawk	Redhawk (Europe).png
reisendeimwind	Reisende im Wind (Germany).png
renaissance	Renaissance (Europe).png
rendezvouswithrama	Rendezvous with Rama (USA, Europe) (Telarium).png
renegade	Renegade (Europe) (Budget).png
renegade3finalchapter	Renegade III - The Final Chapter (Europe).png
repton	Repton (USA, Europe).png
rescuesquad	Rescue Squad (USA, Europe).png
rescueoffractalus	Rescue of Fractalus! (Europe).png
rescueonfractalus	Rescue on Fractalus! (Europe) (Budget).png
retroball	Retro Ball (USA, Europe).png
retrograde	Retrograde (Europe).png
returnofmutantcamels	Return of the Mutant Camels (Europe).png
revengeofmutantcamels	Revenge of the Mutant Camels (Europe).png
rhymesriddles	Rhymes _ Riddles (USA, Europe).png
richardpettystalladega	Richard Petty's Talladega (USA, Europe).png
rickdangerous	Rick Dangerous (Europe) (Six Appeal Compilation).png
rickdangerous2	Rick Dangerous II (Europe).png
ricochet	Ricochet (Europe).png
ringsofmedusa	Rings of Medusa (Germany).png
riverraid	River Raid (Europe).png
riverrescue	River Rescue (Europe) (Budget).png
roadblasters	Road Blasters (Europe).png
roadrace	Road Race (Japan) (v02) (MAX).png
roadrallyus	Road Rally U.S.A. (USA, Europe).png
roadrunner	Road Runner (Europe).png
roadrunnerandwileecoyote	Road Runner and Wile E. Coyote (Europe).png
roadwarrior	Road Warrior (Europe).png
roadtomoscow	Road to Moscow (USA, Europe).png
roadwar2000	Roadwar 2000 (USA, Europe) (v1.2).png
roadwars	Roadwars (Europe).png
robbersoflosttomb	Robbers of the Lost Tomb (USA, Europe).png
robinsmithsinternationalcricket	Robin Smith's International Cricket (Europe).png
robinofwood	Robin of the Wood (Europe).png
robintorescue	Robin to the Rescue (Europe).png
robocop	Robocop (Europe).png
robocop2	RoboCop 2 (Europe).png
robocop3	RoboCop 3 (Europe).png
robotron2084	Robotron - 2084 (USA, Europe).png
robotsofdawn	Robots of Dawn (USA, Europe).png
robozone	Robozone (Europe).png
rockandbolt	Rock n' Bolt (Europe).png
rockandwrestle	Rock'n Wrestle (Europe) (Budget).png
rocketball	Rocket Ball (Europe).png
rocketranger	Rocket Ranger (USA).png
rocketroger	Rocket Roger (Europe).png
rockford	Rockford (Europe) (Budget).png
rockyhorrorshow	Rocky Horror Show, The (Europe).png
rodland	Rod Land (Europe).png
rollaround	Rollaround (Europe).png
rollerball	Rollerball (Europe).png
rollercoasterrumbler	Rollercoaster Rumbler (Europe).png
rollin	Rollin' (Europe).png
rollingthunder	Rolling Thunder (Europe).png
ronaldrubberduck	Ronald Rubberduck (Europe).png
rootintootin	Rootin' Tootin' (USA, Europe).png
roundbend	Round the Bend! (Europe).png
roundbenddoccrocsoutrageousadventures	Round the Bend! - Doc Croc's Outrageous Adventures (USA, Europe).png
rubicon	Rubicon (Europe).png
rubiconalliance	Rubicon Alliance, The (USA) (v1.1).png
ruffandreddyinspaceadventure	Ruff and Reddy in the Space Adventure (Europe).png
rugbyworldcup	Rugby - The World Cup (Europe).png
rungauntlet	Run the Gauntlet (Europe).png
runningman	Running Man, The (Europe).png
rushandattack	Rush'n Attack (USA).png
rygar	Rygar (Europe).png
sd1strategicdefenceinitiative	S.D.I. - Strategic Defence Initiative (Europe) (Budget).png
sw15	S.W.I.V. (Europe).png
sascombatsimulator	SAS Combat Simulator (Europe).png
seuckshootemupconstructionkit	SEUCK - Shoot 'Em-Up Construction Kit (USA) (Program).png
saboteur	Saboteur (Europe) (Budget).png
saboteur2	Saboteur II (Europe).png
saboteur2avengingangel	Saboteur II - Avenging Angel (USA).png
sacredarmourofantiriad	Sacred Armour of Antiriad, The (Europe).png
sailing	Sailing (Europe).png
saintdragon	Saint Dragon (Europe).png
salamander	Salamander (Europe).png
salvage3master	Salvage III - The Master (USA, Europe).png
samanthafoxstrippoker	Samantha Fox Strip Poker (Europe).png
sammylightfoot	Sammy Lightfoot (USA, Europe).png
samuraiwarriorbattlesofusagiyojimbo	Samurai Warrior - The Battles of Usagi Yojimbo (Europe).png
santaschristmascaper	Santa's Christmas Caper (Europe).png
sanxion	Sanxion (Europe).png
saracen	Saracen (USA, Europe).png
sarakon	Sarakon (Europe).png
sargon2	Sargon II (USA, Europe).png
sargon3	Sargon III (USA, Europe).png
satan	Satan (Europe) (Six Appeal Compilation).png
satanshollow	Satan's Hollow (USA, Europe).png
saucerattack	Saucer Attack! (USA, Europe).png
savage	Savage (Europe).png
savenewyork	Save New York (USA, Europe).png
scarabaeus	Scarabaeus (Europe).png
scarebear	Scare Bear (Europe).png
scarymonsters	Scary Monsters (Europe).png
schwertundmagiefolgen1und2	Schwert und Magie - Folgen 1 und 2 (Germany).png
scoobydoo	Scooby Doo (Europe).png
scorpius	Scorpius (Europe).png
scout	Scout (Europe).png
scramble64	Scramble 64 (Europe).png
scramblespirits	Scramble Spirits (Europe).png
scrollsofabadon	Scrolls of Abadon, The (Europe).png
scubadive	Scuba Dive (Europe).png
scumball	Scumball (Europe).png
seaspeller	Sea Speller (USA, Europe).png
seawolf	Sea Wolf (USA, Europe) (MAX).png
seabasedelta	Seabase Delta (Europe).png
seafox	Seafox (USA, Europe).png
seahorsehideandseek	Seahorse Hide'n Seek (USA, Europe).png
secretdiaryofadrianmole	Secret Diary of Adrian Mole, The (Europe).png
securityalert	Security Alert (USA, Europe).png
sentinel	Sentinel (Europe).png
sergeantseymourrobotcop	Sergeant Seymour Robotcop (Europe).png
serpentsstar	Serpent's Star, The (USA, Europe).png
serpentine	Serpentine (USA, Europe).png
sesamestreetlettergoround	Sesame Street - Letter-Go-Round (USA, Europe).png
sevencitiesofgold	Seven Cities of Gold (USA, Europe).png
shackled	Shackled (Europe).png
shadowdancer	Shadow Dancer (Europe).png
shadowskimmer	Shadow Skimmer (Europe).png
shadowwarriors	Shadow Warriors (Europe).png
shadowofbeast	Shadow of the Beast (Europe).png
shadowfax	Shadowfax (Europe).png
shadowfire	Shadowfire (Europe).png
shamus	Shamus (Europe).png
shamuscase2	Shamus Case II (USA, Europe).png
shanghai	Shanghai (Europe).png
shanghaikarate	Shanghai Karate (Europe).png
shanghaiwarriors	Shanghai Warriors (Europe).png
shaolinsroad	Shaolin's Road (Europe).png
shardofspring	Shard of Spring, The (USA, Europe).png
shark	Shark (Europe).png
shilohgrantstrialinwest	Shiloh - Grant's Trial in the West (USA, Europe).png
shinobi	Shinobi (Europe).png
shirleymuldowneystopfuelchallenge	Shirley Muldowney's Top Fuel Challenge (Europe).png
shogun	Shogun (Europe).png
shootemupconstructionkit	Shoot 'em Up Construction Kit (Europe) (Program).png
shortcircuit	Short Circuit (Europe) (Budget).png
sidearms	Sidearms (USA, Europe).png
sidewinder2	Sidewinder II (Europe).png
sidewize	Sidewize (Europe).png
sigma7	Sigma 7 (USA).png
sigmaseven	Sigma Seven (Europe).png
silentservice	Silent Service (Europe).png
silentservicesubmarinesimulation	Silent Service - The Submarine Simulation (Europe).png
silicondreams	Silicon Dreams (USA, Europe).png
silkworm	Silkworm (Europe).png
simcity	SimCity (USA, Europe) (v1.1).png
simpsonsarcadegame	Simpsons Arcade Game, The (USA).png
simpsonsbartversusspacemutants	Simpsons, The - Bart vs. the Space Mutants (Europe).png
sirencity	Siren City (Europe).png
skatecrazy	Skate Crazy (USA, Europe) (Compilation).png
skaterock	Skate Rock (Europe).png
skatewars	Skate Wars (Europe).png
skateordie	Skate or Die! (Europe).png
skateboardjoust	Skateboard Joust (Europe).png
skatinusa	Skatin' USA (Europe).png
skiordie	Ski or Die (USA, Europe).png
skooldaze	Skool Daze (Europe) (Anirog) (Budget).png
skramble	Skramble (Europe) (Anirog).png
skyhighstuntman	Sky High Stuntman (Europe).png
skyrunner	Sky Runner (USA, Europe).png
skyshark	Sky Shark (USA).png
skytravel	Sky Travel (USA, Europe).png
skyfox	Skyfox (Europe).png
skyfox2cygnusconflict	Skyfox II - The Cygnus Conflict (USA, Europe).png
skyjet	Skyjet (Europe).png
slaine	Slaine (Europe).png
slamball	Slamball (Europe).png
slapfight	Slap Fight (Europe).png
sleepwalker	Sleepwalker (Europe) (Ocean).png
slicks	Slicks (USA, Europe).png
slightlymagic	Slightly Magic (Europe).png
slimeysmine	Slimey's Mine (Europe).png
slug	Slug (Europe).png
slugger	Slugger, The (USA, Europe).png
slurpy	Slurpy (Europe).png
slyspysecretagent	Sly Spy Secret Agent (Europe).png
smashtv	Smash TV (Europe).png
snakebyte	Snake Byte (USA, Europe).png
snakepit	Snake-Pit (Europe).png
snapdragon	Snap Dragon (Europe).png
snare	Snare (Europe).png
snoballinhell	Snoball in Hell (Europe).png
snokie	Snokie (USA, Europe).png
snoopertroopscase1granitepointghost	Snooper Troops - Case 1 - The Granite Point Ghost (USA, Europe).png
soccerboss	Soccer Boss (Europe).png
soccerchallenge	Soccer Challenge (Europe).png
soccerpinball	Soccer Pinball (Europe).png
